word,phonetic,pos,meaning,example,exampleCn,category,level,list
incapable,in'keipәbl,adj.,"a. 无能力的, 不能的\n[机] 不能行的, 耐不住的",Incapable of carrying a tune.,这个例句帮助理解“incapable”在进阶阅读和写作中的用法。,cet6,,
token,'tәukәn,n.,"n. 表征, 记号, 代币\na. 象征的, 表意的\n[计] 记号",A token gesture of resistance.,这个例句帮助理解“token”在进阶阅读和写作中的用法。,cet6,,
cynical,'sinikәl,adj.,"a. 愤世嫉俗的, 讽刺的, 冷嘲的","Students often meet the word ""cynical"" in reading and daily communication.",这个例句帮助理解“cynical”在进阶阅读和写作中的用法。,cet6,,
premature,.premә'tjuә,n.,"a. 早产的, 过早的, 不成熟的\nn. 早产儿, 过早发生的事物",A premature infant.,这个例句帮助理解“premature”在进阶阅读和写作中的用法。,cet6,,
invaluable,in'væljuәbl,adj.,"a. 无价的, 价值无法衡量的","Students often meet the word ""invaluable"" in reading and daily communication.",这个例句帮助理解“invaluable”在进阶阅读和写作中的用法。,cet6,,
waitress,'weitris,n.,"n. 女侍者, 女服务员","Students often meet the word ""waitress"" in reading and daily communication.",这个例句帮助理解“waitress”在进阶阅读和写作中的用法。,cet6,,
remnant,'remnәnt,n.,"n. 剩余, 零料, 遗迹\na. 剩余的, 残余的","Students often meet the word ""remnant"" in reading and daily communication.",这个例句帮助理解“remnant”在进阶阅读和写作中的用法。,cet6,,
preside,pri'zaid,v.,"vi. 统辖, 当主人, 主持\n[法] 主持, 负责, 指挥",Preside over companies and corporations.,这个例句帮助理解“preside”在进阶阅读和写作中的用法。,cet6,,
petty,'peti,n.,"a. 琐碎的, 小规模的, 小气的, 委琐的\n[经] 小额的, 微小的, 小规模的",Petty officialdom.,这个例句帮助理解“petty”在进阶阅读和写作中的用法。,cet6,,
sceptical,'skeptikl,adj.,"a. 怀疑论的, 怀疑的","Students often meet the word ""sceptical"" in reading and daily communication.",这个例句帮助理解“sceptical”在进阶阅读和写作中的用法。,cet6,,
allegiance,ә'li:dʒәns,n.,"n. 忠贞, 效忠","Students often meet the word ""allegiance"" in reading and daily communication.",这个例句帮助理解“allegiance”在进阶阅读和写作中的用法。,cet6,,
customary,'kʌstәmәri,adj.,"a. 习惯的, 惯常的\n[经] 通常的, 习惯的",Sealed the deal with the customary handshake.,这个例句帮助理解“customary”在进阶阅读和写作中的用法。,cet6,,
icy,'aisi,adj.,"a. 冰的, 冰冷的, 冷淡的, 滑溜的",Icy stare.,这个例句帮助理解“icy”在进阶阅读和写作中的用法。,cet6,,
deviation,.di:vi'eiʃәn,n.,n. 背离\n[化] 偏差; 误差; 偏斜,The deviation from the mean.,这个例句帮助理解“deviation”在进阶阅读和写作中的用法。,cet6,,
escort,'eskɒ:t,v.,"n. 护送者, 护卫者, 护航舰\nvt. 护卫, 护送",She asked her older brother to escort her to the ball.,这个例句帮助理解“escort”在进阶阅读和写作中的用法。,cet6,,
insane,in'sein,adj.,"a. 患精神病的, 极愚蠢的\n[医] 神经错乱的",Was declared insane.,这个例句帮助理解“insane”在进阶阅读和写作中的用法。,cet6,,
grove,grәuv,n.,n. 小树林,"Students often meet the word ""grove"" in reading and daily communication.",这个例句帮助理解“grove”在进阶阅读和写作中的用法。,cet6,,
violently,'vaiәlәntli,adv.,"adv. 猛烈地, 激烈地, 极端地",They attacked violently.,这个例句帮助理解“violently”在进阶阅读和写作中的用法。,cet6,,
cruelty,'kru:әlti,n.,"n. 残酷, 野蛮, 残酷行为\n[法] 残酷, 残忍, 虐待","Students often meet the word ""cruelty"" in reading and daily communication.",这个例句帮助理解“cruelty”在进阶阅读和写作中的用法。,cet6,,
underwear,'ʌndәwєә,n.,n. 内衣,"Students often meet the word ""underwear"" in reading and daily communication.",这个例句帮助理解“underwear”在进阶阅读和写作中的用法。,cet6,,
contamination,kәn.tæmi'neiʃәn,n.,"n. 污染, 污物\n[化] 污染; 沾污","Students often meet the word ""contamination"" in reading and daily communication.",这个例句帮助理解“contamination”在进阶阅读和写作中的用法。,cet6,,
disappearance,.disә'piәrәns,n.,"n. 看不见, 失踪, 消失",He regretted the disappearance of Greek from school curricula.,这个例句帮助理解“disappearance”在进阶阅读和写作中的用法。,cet6,,
retention,ri'tenʃәn,n.,"n. 保持, 留置, 保留, 保持力, 保留物, 记忆, 停滞, 固位\n[计] 保贸, 保持","Students often meet the word ""retention"" in reading and daily communication.",这个例句帮助理解“retention”在进阶阅读和写作中的用法。,cet6,,
paradox,'pærәdɒks,n.,"n. 似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事\n[化] 佯谬",`I always lie' is a paradox because if it is true it must be false.,这个例句帮助理解“paradox”在进阶阅读和写作中的用法。,cet6,,
proximity,prɒk'simiti,n.,"n. 接近, 亲近","Students often meet the word ""proximity"" in reading and daily communication.",这个例句帮助理解“proximity”在进阶阅读和写作中的用法。,cet6,,
brace,breis,v.,"n. 支柱, 曲柄, 支撑, 一对\nvt. 紧缚, 支撑, 激励\nvi. 打起精神\n[计] 花括号",He wore a brace on his knee.,这个例句帮助理解“brace”在进阶阅读和写作中的用法。,cet6,,
consequent,'kɒnsikwәnt,n.,"n. 随后发生的事情, 结果\na. 作为结果的, 合乎逻辑的",The period of tension and consequent need for military preparedness.,这个例句帮助理解“consequent”在进阶阅读和写作中的用法。,cet6,,
sermon,'sә:mәn,n.,"n. 说教, 启示, 布道","Students often meet the word ""sermon"" in reading and daily communication.",这个例句帮助理解“sermon”在进阶阅读和写作中的用法。,cet6,,
rigorous,'rigәrәs,adj.,"a. 严厉的, 严酷的, 严格的, 苛刻的, 严密的, 精确的",Rigorous application of the law.,这个例句帮助理解“rigorous”在进阶阅读和写作中的用法。,cet6,,
sturdy,'stә:di,adj.,"a. 强健的, 健全的\n[医] 羊晕倒病, 羊蹒跚病",Sturdy young athletes.,这个例句帮助理解“sturdy”在进阶阅读和写作中的用法。,cet6,,
broaden,'brɒ:dn,v.,"vi. 变宽, 扩大\nvt. 放宽, 使扩大",Broaden the road.,这个例句帮助理解“broaden”在进阶阅读和写作中的用法。,cet6,,
enclosure,in'klәuʒә,n.,"n. 附件, 围墙, 围绕\n[化] 机壳; 外壳","Students often meet the word ""enclosure"" in reading and daily communication.",这个例句帮助理解“enclosure”在进阶阅读和写作中的用法。,cet6,,
prohibition,.prәuhi'biʃәn,n.,"n. 禁令, 禁止",In 1920 the 18th amendment to the Constitution established prohibition in the US.,这个例句帮助理解“prohibition”在进阶阅读和写作中的用法。,cet6,,
goddess,'gɒdis,n.,"n. 女神, 美女, 受崇拜的女性","Students often meet the word ""goddess"" in reading and daily communication.",这个例句帮助理解“goddess”在进阶阅读和写作中的用法。,cet6,,
verge,vә:dʒ,v.,"n. 边缘, 边界, 起始点\nvi. 处在边缘, 接近, 下沉, 趋向",On the verge of tears.,这个例句帮助理解“verge”在进阶阅读和写作中的用法。,cet6,,
withhold,wið'hәuld,v.,"vt. 使停止, 扣留, 保留, 拒给\nvi. 克制, 忍住","Students often meet the word ""withhold"" in reading and daily communication.",这个例句帮助理解“withhold”在进阶阅读和写作中的用法。,cet6,,
diagnostic,daiәg'nɒstik,n.,"a. 诊断的, 有助于诊断的, 特征的\nn. 诊断, 病的征候, 诊断法\n[计] 诊断的",A diagnostic reading test.,这个例句帮助理解“diagnostic”在进阶阅读和写作中的用法。,cet6,,
transcend,træn'send,v.,"vt. 超越, 胜过","Students often meet the word ""transcend"" in reading and daily communication.",这个例句帮助理解“transcend”在进阶阅读和写作中的用法。,cet6,,
jealousy,'dʒelәsi,n.,"n. 妒忌, 猜忌, 羡慕\n[法] 妒忌, 嫉妒, 猜忌",Cherish their official political freedom with fierce jealousy.,这个例句帮助理解“jealousy”在进阶阅读和写作中的用法。,cet6,,
heater,'hi:tә,n.,"n. 加热器, 灯丝, 加热工\n[化] 加热器","Students often meet the word ""heater"" in reading and daily communication.",这个例句帮助理解“heater”在进阶阅读和写作中的用法。,cet6,,
eruption,i'rʌpʃәn,n.,"n. 爆发, 喷出物, 出疹\n[化] 喷发","Students often meet the word ""eruption"" in reading and daily communication.",这个例句帮助理解“eruption”在进阶阅读和写作中的用法。,cet6,,
foil,fɒil,v.,"n. 箔, 烘托, 衬托\nvt. 贴箔于, 衬托, 阻止, 挡开, 挫败",The photographic film was wrapped in foil.,这个例句帮助理解“foil”在进阶阅读和写作中的用法。,cet6,,
heave,hi:v,v.,"n. 举, 抛, 起伏, 鼓起\nvt. 用力举起, 使举起, 使鼓起\nvi. 抛出, 起伏, 喘息, 凸起",He gave it a mighty heave.,这个例句帮助理解“heave”在进阶阅读和写作中的用法。,cet6,,
composite,kәm'pɒzit,n.,"a. 合成的, 混合成的, 菊科的\nn. 合成物, 复合材料, 菊科","Students often meet the word ""composite"" in reading and daily communication.",这个例句帮助理解“composite”在进阶阅读和写作中的用法。,cet6,,
unlimited,.ʌn'limitid,adj.,"a. 无限的, 不受限制的, 无条件的\n[经] 无限的, 不定的",To start with a theory of unlimited freedom is to end up with unlimited despotism.,这个例句帮助理解“unlimited”在进阶阅读和写作中的用法。,cet6,,
symmetry,'simitri,n.,"n. 对称, 匀称\n[化] 对称; 对称性; 对称现象","Students often meet the word ""symmetry"" in reading and daily communication.",这个例句帮助理解“symmetry”在进阶阅读和写作中的用法。,cet6,,
siren,'saiәrin,v.,"n. 女海妖, 妖女, 警报器, 汽笛, 迷人的美女\na. 诱惑的\nvi. 响着警报器前进",Odysseus ordered his crew to plug their ears so they would not hear the Siren's fatal song.,这个例句帮助理解“siren”在进阶阅读和写作中的用法。,cet6,,
greed,gri:d,n.,"n. 贪欲, 贪婪","Students often meet the word ""greed"" in reading and daily communication.",这个例句帮助理解“greed”在进阶阅读和写作中的用法。,cet6,,
millionaire,.miljә'nєә,n.,"n. 百万富翁, 大富豪\n[经] 大资本家, 巨富, 百万富翁","Students often meet the word ""millionaire"" in reading and daily communication.",这个例句帮助理解“millionaire”在进阶阅读和写作中的用法。,cet6,,
aerospace,'єәrәuspeis,n.,"n. 航天空间, 航天技术","Students often meet the word ""aerospace"" in reading and daily communication.",这个例句帮助理解“aerospace”在进阶阅读和写作中的用法。,cet6,,
puppy,'pʌpi,n.,"n. 小狗, 小动物, 自负的年轻人","Students often meet the word ""puppy"" in reading and daily communication.",这个例句帮助理解“puppy”在进阶阅读和写作中的用法。,cet6,,
hum,hʌm,v.,"n. 嗡嗡声, 哼声, 杂声\nvi. 发低哼声\nvt. 哼, 用哼声表示\ninterj. 哼, 嗯",There is a constant hum of military preparation.,这个例句帮助理解“hum”在进阶阅读和写作中的用法。,cet6,,
dubious,'dju:biәs,adj.,"a. 可疑的, 不确定的",Dubious about agreeing to go.,这个例句帮助理解“dubious”在进阶阅读和写作中的用法。,cet6,,
compliment,'kɒmplimәnt,v.,"n. 称赞, 恭维, 敬意\nvt. 称赞, 褒扬, 恭维","Students often meet the word ""compliment"" in reading and daily communication.",这个例句帮助理解“compliment”在进阶阅读和写作中的用法。,cet6,,
discrepancy,dis'krepәnsi,n.,"n. 不符合, 差异, 不相符之处\n[化] 不符值; 偏差值","Students often meet the word ""discrepancy"" in reading and daily communication.",这个例句帮助理解“discrepancy”在进阶阅读和写作中的用法。,cet6,,
clown,klaun,n.,"n. 小丑, 乡下人","Students often meet the word ""clown"" in reading and daily communication.",这个例句帮助理解“clown”在进阶阅读和写作中的用法。,cet6,,
twilight,'twailait,n.,"n. 暮光, 曙光, 黎明, 黄昏, 微光, 朦胧状态\na. 微明的",He loved the twilight.,这个例句帮助理解“twilight”在进阶阅读和写作中的用法。,cet6,,
unlock,.ʌn'lɒk,v.,"vt. 开...的锁, 开启, 表露, 放出\nvi. 被开启, 揭开, 解放\n[计] 解出锁定",Unlock the door.,这个例句帮助理解“unlock”在进阶阅读和写作中的用法。,cet6,,
pathetic,pә'θetik,adj.,"a. 悲哀的, 可怜的, 感伤的, 差劲的\n[医] 感情的",The shabby room struck her as extraordinarily pathetic.,这个例句帮助理解“pathetic”在进阶阅读和写作中的用法。,cet6,,
loosely,'lu:sli,adv.,"adv. 松弛地, 宽松地, 不紧",His hands lay loosely.,这个例句帮助理解“loosely”在进阶阅读和写作中的用法。,cet6,,
susceptible,sә'septәbl,adj.,"a. 易受影响的, 易感动的, 容许...的\n[法] 易感的, 易受影响的, 容许",Susceptible to colds.,这个例句帮助理解“susceptible”在进阶阅读和写作中的用法。,cet6,,
immunity,i'mju:niti,n.,"n. 免疫, 免疫性, 免除\n[化] 免疫性",Immunity to criticism.,这个例句帮助理解“immunity”在进阶阅读和写作中的用法。,cet6,,
endeavour,in'devә,v.,"n. 努力, 力图, 尽力\nvi. 努力, 力图, 尽力","Students often meet the word ""endeavour"" in reading and daily communication.",这个例句帮助理解“endeavour”在进阶阅读和写作中的用法。,cet6,,
diversion,dai'vә:ʒәn,n.,n. 转移\n[医] 转向,Scuba diving is provided as a diversion for tourists.,这个例句帮助理解“diversion”在进阶阅读和写作中的用法。,cet6,,
shipment,'ʃipmәnt,n.,"n. 装船, 出货\n[经] 运送, 运送(寄出)货物, 装载","Students often meet the word ""shipment"" in reading and daily communication.",这个例句帮助理解“shipment”在进阶阅读和写作中的用法。,cet6,,
bitterness,'bitәnis,n.,"n. 苦味, 悲痛, 怨恨","Students often meet the word ""bitterness"" in reading and daily communication.",这个例句帮助理解“bitterness”在进阶阅读和写作中的用法。,cet6,,
slack,slæk,adv.,"n. 松弛, 松懈, 淡季, 闲散, 家常裤\na. 松弛的, 不流畅的, 疏忽的, 无力的, 呆滞的, 软弱的, 漏水的\nadv. 马虎地, 缓慢地\nvt. 放松, 使缓慢\nvi. 松懈, 减弱, 松弛",A gradual slack in output.,这个例句帮助理解“slack”在进阶阅读和写作中的用法。,cet6,,
